question_id,question,answer,can_raw,can_pct,uk_raw,uk_pct,us_raw,us_pct
39,"If needed, I could afford education and/or training opportunities to keep up with the growing adoption of artificial intelligence.",Does not apply,146,8.3,151,8.8,153,5.9
40,I am willing to change career fields if there are better job opportunities available in other industries.,1 - Strongly disagree,173,9.8,181,10.5,415,16.0
40,I am willing to change career fields if there are better job opportunities available in other industries.,2,254,14.4,203,11.8,399,15.3
40,I am willing to change career fields if there are better job opportunities available in other industries.,3,551,31.3,543,31.7,557,21.4
40,I am willing to change career fields if there are better job opportunities available in other industries.,4,477,27.1,471,27.5,648,24.9
40,I am willing to change career fields if there are better job opportunities available in other industries.,5 - Strongly agree,306,17.4,316,18.5,581,22.3
41,I am willing to move to another city if there are better job opportunities available elsewhere.,1 - Strongly disagree,405,22.9,451,26.2,757,29.1
41,I am willing to move to another city if there are better job opportunities available elsewhere.,2,288,16.3,274,15.9,458,17.6
41,I am willing to move to another city if there are better job opportunities available elsewhere.,3,478,27.1,485,28.1,509,19.6
41,I am willing to move to another city if there are better job opportunities available elsewhere.,4,349,19.8,295,17.1,401,15.4
41,I am willing to move to another city if there are better job opportunities available elsewhere.,5 - Strongly agree,244,13.8,218,12.7,474,18.2
42,I feel prepared to navigate future demand for career-long learning and training.,1 - Strongly disagree,120,5.8,144,7.1,204,7.0
42,I feel prepared to navigate future demand for career-long learning and training.,2,262,12.8,261,13.0,357,12.3
42,I feel prepared to navigate future demand for career-long learning and training.,3,857,41.8,886,44.0,1023,35.3
42,I feel prepared to navigate future demand for career-long learning and training.,4,547,26.7,483,24.0,819,28.3
42,I feel prepared to navigate future demand for career-long learning and training.,5 - Strongly agree,264,12.9,241,12.0,491,17.0
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Lack of time,909,44.4,854,42.4,1714,60.5
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Lack of educational or training opportunities in the area where I live,420,20.5,468,23.3,472,16.7
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Unsure of what skills are needed,555,27.1,540,26.8,757,26.7
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Cost of education and training,1201,58.7,1071,53.3,1847,65.2
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Inability to pursue education or retraining while working,686,33.5,586,29.1,1212,42.8
43,Which of the following are major barriers you would face when seeking education or training over the course of your career?  Please select all that apply. Lack of time,Difficulty competing with others who already have high-demand skills,600,29.3,523,26.0,751,26.5
44,When do you believe your current skills and education will become outdated?,My skills and education are already outdated,325,15.8,303,15.0,250,8.6
44,When do you believe your current skills and education will become outdated?,In the next year,95,4.6,108,5.3,10,0.3
44,When do you believe your current skills and education will become outdated?,In 1-4 years,354,17.2,422,20.9,273,9.4
44,When do you believe your current skills and education will become outdated?,In 5-9 years,396,19.3,336,16.7,487,16.8
44,When do you believe your current skills and education will become outdated?,In 10 years or more,307,14.9,271,13.4,649,22.4
44,When do you believe your current skills and education will become outdated?,My skills and education will not become outdated,577,28.1,577,28.6,1226,42.4
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer",On-the-job training or other training offered by an employer,1036,58.8,1001,58.1,1816,70.1
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer","In-person licensing, certification, or degree-granting program at a university",512,29.1,416,24.2,876,33.8
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer","Online licensing, certification, or degree-granting program offered by a university",542,30.8,456,26.4,729,28.1
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer",Accelerated training course offered by a private company,383,21.7,315,18.3,735,28.4
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer",Accelerated training course offered by a non-profit organization or government program,345,19.6,326,18.9,578,22.3
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer",Self-taught education or training you complete on your own using books or online sources,371,21.1,344,20.0,737,28.4
45,"If your current skills and education were to become outdated, which of the following types of training or education would you prefer? Please select up to three. On-the-job training or other training offered by an employer",Don’t know,171,9.7,192,11.1,210,8.1
46,"How worried are you about your job being eliminated as a result of new technology, automation, robots, or artificial intelligence, or are you not at all worried?",Very worried,122,7.0,120,7.0,59,2.3
46,"How worried are you about your job being eliminated as a result of new technology, automation, robots, or artificial intelligence, or are you not at all worried?",Somewhat worried,519,29.5,469,27.3,382,14.7
46,"How worried are you about your job being eliminated as a result of new technology, automation, robots, or artificial intelligence, or are you not at all worried?",Not too worried,662,37.7,670,39.0,999,38.4
46,"How worried are you about your job being eliminated as a result of new technology, automation, robots, or artificial intelligence, or are you not at all worried?",Not at all worried,453,25.8,457,26.6,1159,44.6
47,"Has your current employer reduced or eliminated any jobs due to new technology, automation, robots, or artificial intelligence?",Yes,342,19.4,348,20.2,360,13.8
47,"Has your current employer reduced or eliminated any jobs due to new technology, automation, robots, or artificial intelligence?",No,1216,69.0,1167,67.8,1893,72.8
47,"Has your current employer reduced or eliminated any jobs due to new technology, automation, robots, or artificial intelligence?",Don’t know,204,11.6,207,12.0,346,13.3
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",The same type of position in another company or organization,721,40.9,643,37.3,1316,50.9
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",A different role in another company or organization,566,32.1,564,32.7,1077,41.7
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",A different role in the same company or organization,479,27.1,419,24.3,880,34.1
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",A temporary job while pursuing education or training opportunities to change career,364,20.6,362,21.0,582,22.5
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",A period of full-time training or education to change careers,336,19.1,248,14.4,448,17.4
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",Start your own business,291,16.5,246,14.3,633,24.5
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",Retirement or leave the workforce,297,16.8,303,17.6,620,24.0
48,"If you lost your position as a result of new technology, automation, robots, or artificial intelligence, which of the following opportunities would you pursue? Please select all that apply. The same type of position in another company or organization",None of the above,144,8.1,163,9.4,120,4.7
49,"Have you ever considered returning to school for
further education and/or training specifically
in response to the growing adoption of artificial intelligence?",Yes,673,38.4,549,32.1,670,25.9
49,"Have you ever considered returning to school for
further education and/or training specifically
in response to the growing adoption of artificial intelligence?",No,1080,61.6,1164,67.9,1922,74.1
50,"Who do you view as the best equipped to provide career-long
education and training?",Traditional four-year university,773,25.4,556,18.9,616,14.5
50,"Who do you view as the best equipped to provide career-long
education and training?",Community or technical colleges,0,0.0,0,0.0,1627,38.4
50,"Who do you view as the best equipped to provide career-long
education and training?",For-profit education providers,276,9.1,291,9.9,241,5.7
50,"Who do you view as the best equipped to provide career-long
education and training?",Employers,1190,39.2,1374,46.7,1535,36.3
50,"Who do you view as the best equipped to provide career-long
education and training?",Government retraining program,800,26.3,724,24.6,215,5.1
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Cost,1457,64.5,1376,57.7,2874,80.0
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Academic programs do not keep up with changing workplace needs,1068,47.3,1063,44.6,2060,57.4
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Inflexible course schedules,779,34.5,712,29.9,1517,42.2
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Inflexible program requirements,733,32.5,611,25.6,1576,43.9
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Difficulty of admissions/enrollment process,642,28.4,516,21.7,1222,34.0
51,Why are traditional four-year universities not the best equipped to provide career-long education and retraining?  Please select all that apply. Cost,Learning isn’t hands-on enough,1031,45.6,1014,42.5,1775,49.4
52,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Academic rigor/reputation,Very important,654,37.2,608,35.4,934,36.0
52,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Academic rigor/reputation,Somewhat important,917,52.1,866,50.4,1273,49.1
52,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Academic rigor/reputation,Not too important,170,9.6,214,12.4,309,11.9
52,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Academic rigor/reputation,Not at all important,19,1.1,30,1.8,79,3.0
53,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Easy access for full-time workers,Very important,1063,60.5,1008,58.9,2062,79.4
53,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Easy access for full-time workers,Somewhat important,593,33.7,572,33.4,479,18.5
53,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Easy access for full-time workers,Not too important,88,5.0,111,6.5,45,1.7
53,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Easy access for full-time workers,Not at all important,14,0.8,21,1.2,12,0.4
54,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Cost,Very important,1163,66.0,1071,62.2,1985,76.6
54,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Cost,Somewhat important,506,28.7,518,30.1,554,21.4
54,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Cost,Not too important,74,4.2,113,6.5,42,1.6
54,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Cost,Not at all important,20,1.1,19,1.1,13,0.5
55,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Alignment with skills demanded by the job market,Very important,1066,60.5,936,54.6,2125,81.9
55,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Alignment with skills demanded by the job market,Somewhat important,607,34.4,648,37.8,434,16.7
55,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Alignment with skills demanded by the job market,Not too important,73,4.1,107,6.2,23,0.9
55,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Alignment with skills demanded by the job market,Not at all important,18,1.0,23,1.3,12,0.5
56,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? On-the-job training opportunities,Very important,1044,59.5,905,52.8,1748,67.6
56,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? On-the-job training opportunities,Somewhat important,611,34.8,678,39.5,748,28.9
56,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? On-the-job training opportunities,Not too important,85,4.8,113,6.6,74,2.9
56,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? On-the-job training opportunities,Not at all important,16,0.9,20,1.2,15,0.6
57,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Guaranteed job placement upon completion,Very important,1048,59.5,874,50.9,1413,54.4
57,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Guaranteed job placement upon completion,Somewhat important,581,33.0,647,37.7,915,35.2
57,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Guaranteed job placement upon completion,Not too important,112,6.4,169,9.9,195,7.5
57,Imagine you needed retraining or new skills to keep up with the growing adoption of artificial intelligence. How important would each of the following factors be when choosing an education or training programme? Guaranteed job placement upon completion,Not at all important,21,1.2,26,1.5,73,2.8
58,"How interested would you be in a portable lifelong learning savings account?
A portable lifelong learning savings account is a pre-tax/tax-deductible
savings account which could be matched by an employer or the government, to
help pay for future education or retraining.",Very interested,587,33.3,446,25.9,806,31.0
58,"How interested would you be in a portable lifelong learning savings account?
A portable lifelong learning savings account is a pre-tax/tax-deductible
savings account which could be matched by an employer or the government, to
help pay for future education or retraining.",Somewhat interested,837,47.4,814,47.2,1115,42.9
58,"How interested would you be in a portable lifelong learning savings account?
A portable lifelong learning savings account is a pre-tax/tax-deductible
savings account which could be matched by an employer or the government, to
help pay for future education or retraining.",Not too interested,254,14.4,323,18.8,422,16.2
58,"How interested would you be in a portable lifelong learning savings account?
A portable lifelong learning savings account is a pre-tax/tax-deductible
savings account which could be matched by an employer or the government, to
help pay for future education or retraining.",Not at all interested,88,5.0,140,8.1,255,9.8
59,How interested would you be in becoming an education subscriber?,Very interested,426,14.0,321,10.9,494,11.6
59,How interested would you be in becoming an education subscriber?,Somewhat interested,1216,39.9,1080,36.5,1592,37.4
59,How interested would you be in becoming an education subscriber?,Not too interested,833,27.3,780,26.4,1041,24.5
59,How interested would you be in becoming an education subscriber?,Not at all interested,571,18.7,774,26.2,1127,26.5
60,Which tier of access would be of most interest to you?,Basic access to lecture videos and live feeds of courses (minimum fee),522,31.9,398,28.5,565,27.3
60,Which tier of access would be of most interest to you?,Expanded access to in-person courses and interaction with faculty/staff (medium fee),712,43.5,709,50.7,868,41.9
60,Which tier of access would be of most interest to you?,"Full access, including the ability to pursue degrees and certificates (maximum fee)",404,24.6,291,20.8,639,30.8
61,How well do you feel your undergraduate education prepared you for using artificial intelligence at work?,1 - Did not prepare me at all,407,37.1,589,45.6,715,47.7
61,How well do you feel your undergraduate education prepared you for using artificial intelligence at work?,2,178,16.2,182,14.1,308,20.5
61,How well do you feel your undergraduate education prepared you for using artificial intelligence at work?,3,292,26.6,287,22.2,294,19.6
61,How well do you feel your undergraduate education prepared you for using artificial intelligence at work?,4,132,12.0,159,12.3,108,7.2
61,How well do you feel your undergraduate education prepared you for using artificial intelligence at work?,5 - Prepared me very well,90,8.2,75,5.8,75,5.0
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Conservative,904,29.8,,,,
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Liberal,974,32.1,,,,
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",New Democratic Party (NDP),456,15.0,,,,
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Bloc Québécois,105,3.5,,,,
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Green,272,8.9,,,,
62,"Thinking of how you feel right now, if a federal election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Some other party,325,10.7,,,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Conservative,904,29.8,702,23.8,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Labour,974,32.1,792,26.8,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Liberal Democrat,456,15.0,374,12.7,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Scottish National Party (SNP),105,3.5,97,3.3,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Plaid Cymru,272,8.9,30,1.0,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",UK Independence Party (UKIP),325,10.7,234,7.9,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Green,,,181,6.1,,
63,"Thinking of how you feel right now, if a general election were held tomorrow, which of the following parties' candidates would you be most likely to support?",Some other party,,,544,18.4,,
64,"Did
you vote in the 2016 referendum on the United Kingdom’s European Union
membership?",Yes,,,2432,82.4,,
64,"Did
you vote in the 2016 referendum on the United Kingdom’s European Union
membership?",No,,,518,17.6,,
65,"How
did you vote in the 2016 referendum?",Remain a member of the European Union,,,1281,53.1,,
65,"How
did you vote in the 2016 referendum?",Leave the European Union,,,1130,46.9,,
66,"If
the referendum were to be repeated tomorrow, how would you vote?",Remain a member of the European Union,,,1226,50.4,,
66,"If
the referendum were to be repeated tomorrow, how would you vote?",Leave the European Union,,,1051,43.2,,
66,"If
the referendum were to be repeated tomorrow, how would you vote?",Would not vote,,,70,2.9,,
66,"If
the referendum were to be repeated tomorrow, how would you vote?",Don’t know,,,84,3.5,,
67,"Are you currently registered to vote in your
precinct or election district?",Don’t know,,,,,17,0.4
67,"Are you currently registered to vote in your
precinct or election district?",Yes,,,,,4040,95.0
67,"Are you currently registered to vote in your
precinct or election district?",No,,,,,197,4.6
68,"In politics, as of today, do you consider yourself a
Republican, a Democrat, or an Independent?",Republican,,,,,1245,29.4
68,"In politics, as of today, do you consider yourself a
Republican, a Democrat, or an Independent?",Democrat,,,,,1543,36.4
68,"In politics, as of today, do you consider yourself a
Republican, a Democrat, or an Independent?",Independent,,,,,1448,34.2
69,How would you describe your political views?,Very conservative,,,,,435,10.3
69,How would you describe your political views?,Conservative,,,,,1020,24.1
69,How would you describe your political views?,Moderate,,,,,1507,35.5
69,How would you describe your political views?,Liberal,,,,,826,19.5
69,How would you describe your political views?,Very liberal,,,,,451,10.6
,,,,,,,,
